,s_1,s_2,Exp,pid,success,adj_nr
59,-4.476101600881044,4.561076138526461,59,14687,0,59
60,0.5762135157043033,5.23554157929545,60,14687,1,60
61,-6.674373346382438,-4.965176611071147,61,14687,0,61
62,-1.9780446664883016,3.777414950215281,62,14687,1,62
63,7.264076432472464,-6.817972920655229,63,14687,0,63
64,-9.772917878956438,9.510960501584432,64,14687,0,64
65,-1.1183859602816355,-9.081401494060046,65,14687,0,65
66,-0.4993868926314508,-4.546119582542936,66,14687,0,66
67,6.61520769192553,-0.4553519842992664,67,14687,0,67
68,9.74616342541124,6.3999494794109175,68,14687,0,68
69,-8.12275952549454,-4.212391002526883,69,14687,0,69
70,-4.56237610183077,-7.9126676202675394,70,14687,0,70
71,-9.47005024245334,-4.678123669312506,71,14687,0,71
72,7.185917564201784,-1.9906864478707436,72,14687,0,72
73,5.760500970312704,-0.4930618501914452,73,14687,0,73
74,3.759195402193212,-4.26161444804073,74,14687,0,74
75,-4.57021471539913,4.087569137369311,75,14687,0,75
76,-5.789945056293256,-5.875023604063808,76,14687,0,76
77,-6.1698583225459895,8.659587138795246,77,14687,0,77
78,4.393603214268186,-2.655473726639056,78,14687,1,78
79,-0.0923135602114744,-9.700907058442862,79,14687,0,79
80,-0.6650062908205872,6.593487139564068,80,14687,1,80
81,-8.58425145593715,4.528343087825979,81,14687,0,81
82,-1.022874625470596,-3.5963713744880828,82,14687,1,82
83,-7.993385237942041,1.9510325239194264,83,14687,0,83
84,6.48547655278179,0.8275447059615733,84,14687,1,84
85,-7.2616656348572945,-1.6839226490310537,85,14687,0,85
86,-0.1370621698582557,1.574776766102623,86,14687,0,86
87,-1.145999788223255,1.882454549216764,87,14687,1,87
88,1.080102464921172,-5.226172436401764,88,14687,0,88
89,3.5551333384894974,-7.401602501786497,89,14687,0,89
90,4.427221622126298,1.2625546316216223,90,14687,1,90
91,-3.644604357588084,1.0901438919429332,91,14687,1,91
92,6.697698135136388,1.1907929184480892,92,14687,1,92
93,5.990252307599132,-0.5884200050837656,93,14687,1,93
94,-4.069722782530838,-5.13153361289403,94,14687,1,94
95,1.5767044568550794,2.004883914629886,95,14687,1,95
96,-7.134858937558088,-5.361078711300173,96,14687,0,96
97,3.7014366199157305,6.464904363005427,97,14687,0,97
98,8.183533369306083,-3.2325437185590333,98,14687,0,98
99,0.3103406637814476,2.9873971539154525,99,14687,1,99
100,7.268797079176792,5.163513871677687,100,14687,0,100
101,-4.236193180241044,6.393683301258903,101,14687,0,101
102,5.8917105358277855,3.689839983314776,102,14687,0,102
103,-0.5452049872241727,-4.650487950748932,103,14687,1,103
104,8.222425324139628,8.115703833164545,104,14687,0,104
105,8.091587144357938,-8.479066683123692,105,14687,0,105
106,-3.3783379856024727,-8.918248892206346,106,14687,0,106
107,-6.777102250694476,-2.340794506188571,107,14687,0,107
108,8.381289001024555,0.3270526233336124,108,14687,0,108
109,-3.767076505344957,2.910123555113124,109,14687,0,109
110,7.287918184156027,-4.016041333931764,110,14687,0,110
111,-7.728330133554174,-6.794721434805135,111,14687,0,111
112,-5.588061805172961,5.446331339395504,112,14687,0,112
113,-2.937924003017168,-8.307675798757847,113,14687,0,113
114,-0.1006191593588106,-0.3247861614831606,114,14687,0,114
115,-3.5903028007209343,9.970407552127302,115,14687,0,115
116,2.9609807355452453,7.083262948641739,116,14687,0,116
117,-7.741189422140778,-4.539815049791461,117,14687,0,117
118,-7.239888457586552,3.909973306427368,118,14687,0,118
119,-2.795974314823466,-8.003349453619569,119,14687,0,119
120,-7.0939036226733005,-6.267967837764108,120,14687,0,120
121,2.4919059171006968,4.921249985409517,121,14687,1,121
122,9.170893990017213,-4.908832824959502,122,14687,0,122
123,-5.768657188333721,-0.4120768882160437,123,14687,0,123
124,4.795350709462447,6.210402807699428,124,14687,0,124
125,2.7163235328620985,-5.83263012430618,125,14687,0,125
126,3.127208832674791,4.083932966316997,126,14687,0,126
127,9.594961875608645,-2.113168835181078,127,14687,0,127
128,9.967717855006397,7.126884271631784,128,14687,0,128
129,-7.436678340376053,6.691240560400786,129,14687,0,129
130,5.208887945703296,-1.874863241511864,130,14687,1,130
131,-0.8316246417783884,-0.9673826562803338,131,14687,1,131
132,2.9937674466234565,-2.8342775489795557,132,14687,1,132
133,5.65161062068794,-6.550143169426644,133,14687,0,133
134,1.1297305215298117,8.171647091935363,134,14687,0,134
135,-7.643215528331513,-6.464904114617964,135,14687,0,135
136,-5.366489611972581,3.9908294732700273,136,14687,0,136
137,7.906392697298109,-8.619898855637738,137,14687,0,137
138,-9.48794100371841,5.9188308397457945,138,14687,0,138
139,3.5415270929252056,-4.357833448121249,139,14687,0,139
140,1.568920312630734,-0.2632699134887435,140,14687,1,140
141,1.706993366591039,6.489957401498351,141,14687,0,141
142,-1.2822814322703486,8.748125632432508,142,14687,1,142
143,-1.4772112372232904,6.205494778627617,143,14687,1,143
144,4.914125183875896,8.320763132815411,144,14687,0,144
145,6.160131783897413,-1.6000030929309634,145,14687,1,145
146,-9.844001343406958,8.073544217792257,146,14687,0,146
147,6.364842326328013,-3.282803755934616,147,14687,0,147
148,0.8954785924731201,-6.329211126481447,148,14687,0,148
149,1.928477968154468,1.862488886952434,149,14687,1,149
150,6.560048127184956,-4.300077606667796,150,14687,0,150
151,6.483734321180222,-5.131817071322972,151,14687,0,151
152,-6.8074344628137045,-8.697952388349233,152,14687,0,152
153,-0.8580321037122367,5.430946469910145,153,14687,0,153
154,-4.171775968547326,-8.415366737842557,154,14687,0,154
155,-2.146171728416939,-8.232819424822535,155,14687,0,155
156,-0.4382310692969167,-3.4413043775144825,156,14687,1,156
157,-7.658747447149306,-3.936060639897425,157,14687,0,157
158,-8.461569193240857,4.324131132602593,158,14687,0,158
159,-5.299650967492875,4.315295505523544,159,14687,0,159
160,3.394380193661494,-3.476382536978804,160,14687,1,160
161,-9.396913779027631,-7.70840871763159,161,14687,0,161
162,8.683087928379521,5.269020240160208,162,14687,0,162
163,1.3275564146200018,-2.4040935135004293,163,14687,1,163
164,8.882216196550388,-7.098081943000953,164,14687,0,164
165,-1.732414920964004,-8.209305765479808,165,14687,0,165
166,3.717742644208817,0.7134303358237855,166,14687,1,166
167,3.972571316600364,-5.115157066414799,167,14687,0,167
168,8.586754413693804,7.256688428902073,168,14687,0,168
169,9.9496882250488,-3.8793007084721793,169,14687,0,169
170,-2.725422319345303,-5.609389073825078,170,14687,0,170
171,2.9063967892115663,8.989736548072933,171,14687,0,171
172,2.1800032615724696,-0.7286471056168509,172,14687,1,172
173,-9.698015447474017,4.502964982028272,173,14687,0,173
174,-6.203314506014306,-4.186540370366513,174,14687,0,174
175,0.5587646225864003,7.207711523600608,175,14687,1,175
176,5.056892666446442,-5.81115331913743,176,14687,0,176
177,3.5897676924485094,9.634743139144078,177,14687,0,177
178,-7.144047299185528,1.316536529241464,178,14687,1,178
179,-8.34310829675195,0.0152615837410596,179,14687,0,179
180,0.6125074469766307,5.300020930732073,180,14687,1,180
181,-0.3066457093531571,-5.558585584126008,181,14687,0,181
182,-1.1540120204477304,6.28044823143145,182,14687,1,182
183,4.078263351960791,9.245405590597407,183,14687,0,183
184,-4.141690766159629,4.066313231945509,184,14687,0,184
185,-2.8496799070984657,-6.737463674471298,185,14687,0,185
186,-3.098355019745858,4.4946474912327705,186,14687,0,186
187,5.671924331748418,6.937668898173065,187,14687,0,187
188,-1.2618006557152572,-5.948857445148894,188,14687,1,188
189,-6.784944603153131,-0.1777433616231256,189,14687,1,189
190,5.051302014146685,-2.907614432355132,190,14687,1,190
191,8.192925791684562,-5.477162854315076,191,14687,0,191
192,-5.041261748552348,-5.181876030893196,192,14687,0,192
193,-1.793731533130023,-5.502524984190369,193,14687,1,193
194,9.180352612457488,-5.007792745807054,194,14687,0,194
195,8.452574675187211,-7.42005854125723,195,14687,0,195
196,-9.128390088403188,-8.974314017852926,196,14687,0,196
197,-0.1886022938508453,-4.457065499601967,197,14687,0,197
198,1.813687174190232,-0.3299892585669752,198,14687,1,198
199,-1.0592600467852336,0.6084381398932859,199,14687,1,199
200,-9.893559633618906,5.416445308020169,200,14687,0,200
201,3.0762089235211025,3.919191557926904,201,14687,1,201
202,-2.611853766757399,-1.0020158784232418,202,14687,1,202
203,0.1792643621319012,0.5127379633454137,203,14687,0,203
204,-2.218934304866311,-9.50850149662626,204,14687,0,204
205,7.929530653701995,-6.571511005821112,205,14687,0,205
206,-2.028209118493079,9.102491034311637,206,14687,0,206
207,-4.076727000566496,-7.196209209049549,207,14687,0,207
208,5.969154865677401,3.771289861434383,208,14687,0,208
209,-5.462677703257599,-4.7330824052140175,209,14687,0,209
210,-8.242386975819326,-1.0990928159792297,210,14687,1,210
211,-0.8860146769572523,-0.4939234898018974,211,14687,1,211
212,6.425192049101877,9.243363648831124,212,14687,0,212
213,4.82006898971558,-7.928234054253938,213,14687,0,213
214,9.473204415698248,-1.0909565252311315,214,14687,1,214
215,4.157526468515652,-7.963871770256157,215,14687,0,215
216,5.342881968898414,-3.5540573493505923,216,14687,0,216
217,4.721202275544776,8.168918473372958,217,14687,0,217
218,5.869506686732791,-1.915998802540793,218,14687,0,218
219,-3.055611692319093,1.6029494399276611,219,14687,1,219
220,8.17180057765571,-4.838453684656374,220,14687,0,220
221,0.2355559205026551,1.3662667227475396,221,14687,0,221
222,1.7632976401284832,-1.2687691326665291,222,14687,1,222
223,-3.40636658756742,2.615089485091044,223,14687,1,223
224,-0.4080354905384791,9.246737240356428,224,14687,1,224
225,-1.7751690687957389,-8.376450773609461,225,14687,0,225
226,7.257519416880502,7.403269066477335,226,14687,0,226
227,-5.240630471132997,1.992649547761188,227,14687,1,227
228,-9.222574579957604,-7.067290494918699,228,14687,0,228
229,0.0762808777071128,-8.463568135861276,229,14687,0,229
230,3.907665788159253,-5.691866439096054,230,14687,1,230
231,-0.4846505692639997,4.939268585695082,231,14687,1,231
232,2.939708461897468,-1.2703285329577874,232,14687,1,232
233,-5.241721420535144,-5.778320262244594,233,14687,0,233
234,6.445658607551014,-5.592476665343044,234,14687,0,234
235,-5.358369304096396,4.241492202429168,235,14687,0,235
236,-5.115820970396667,-6.414601357832355,236,14687,0,236
237,4.568987259199478,-1.2679771529591726,237,14687,1,237
238,2.0277042643947887,-1.248884826271512,238,14687,1,238
239,-4.499570388276508,-6.681833248159359,239,14687,0,239
240,-7.991956744568083,5.280914912296939,240,14687,0,240
241,-2.117019843331594,4.404096850660231,241,14687,1,241
242,2.5850685893806755,-1.3443778800723294,242,14687,1,242
243,1.5587648730372337,-2.1041779098780866,243,14687,1,243
244,-9.09058492382622,5.7634527725492095,244,14687,0,244
245,-4.907488385110767,0.1120354025993979,245,14687,1,245
246,-6.116979049167515,0.9512989538778952,246,14687,1,246
247,-2.815412706597185,-0.3088120431225896,247,14687,1,247
248,4.111088317476328,1.4588187893037414,248,14687,1,248
249,-7.5638051851766575,-4.569919875969834,249,14687,0,249
250,-4.504211983022309,3.6514655186239215,250,14687,0,250
251,9.076001702246655,-5.514237611975008,251,14687,0,251
252,-4.436685234794844,6.627729184421899,252,14687,0,252
253,8.661470236466101,-9.358632080777715,253,14687,0,253
254,-2.756901279326456,-8.28986271290045,254,14687,0,254
255,2.819189029847436,-9.691112722618549,255,14687,0,255
256,0.6823001276217546,4.322784618898831,256,14687,1,256
257,5.638703701508284,-3.800878420210476,257,14687,0,257
258,-4.244842956251498,-2.130759867653971,258,14687,0,258
259,6.169906967226218,-8.580125744093385,259,14687,0,259
260,-5.251765624918916,2.938707508709385,260,14687,1,260
261,-5.765826997496662,4.655703512062619,261,14687,0,261
262,4.511636997540244,0.7242405279182691,262,14687,1,262
263,2.194715129518981,4.631573699149143,263,14687,0,263
264,-9.815690348709122,7.136129322452074,264,14687,0,264
265,-1.9247997553709,-2.1513735834643537,265,14687,1,265
266,-0.4670736582666031,-9.563713885692271,266,14687,1,266
267,-5.514951340233907,-0.3737250305995871,267,14687,1,267
268,-8.384744711757179,8.18635336833212,268,14687,0,268
269,-0.3372458295017111,-2.6517482654014835,269,14687,1,269
270,-4.808115846378065,-9.102730487518665,270,14687,0,270
271,8.370080909921509,3.694240013315163,271,14687,0,271
272,-6.265958043752644,-6.597353857443258,272,14687,0,272
273,4.554198440244985,-3.092142734005863,273,14687,1,273
274,8.42503452368777,1.7877689057370958,274,14687,0,274
275,-6.296674250539976,-1.802030476299663,275,14687,1,275
276,-6.603104435720447,-0.2778599183336716,276,14687,1,276
277,-1.5156337163909264,0.3519017721665243,277,14687,1,277
278,-2.298475770875537,1.7104374019186466,278,14687,1,278
279,1.3557513791415978,8.443791071453333,279,14687,1,279
280,-2.223524586639334,9.581891969310584,280,14687,0,280
281,-8.018376502572872,-8.084957961331398,281,14687,0,281
282,-4.143852457380519,-3.912413366223523,282,14687,1,282
283,-0.0366169912313694,-7.164560294573301,283,14687,0,283
284,-9.238107285680462,5.645613166808088,284,14687,0,284
285,6.483493653627637,4.2873008655900655,285,14687,0,285
286,-3.011066623152985,-1.740856412684508,286,14687,1,286
287,-1.1249311831157716,-6.36489239963967,287,14687,0,287
288,5.412299346730602,3.896814808587891,288,14687,0,288
289,0.7151641931300503,-2.9154892653309794,289,14687,1,289
290,-2.036316402423914,0.6479502437237521,290,14687,1,290
291,-8.515487784851523,5.591335382621343,291,14687,0,291
292,-3.1668144453593,8.535622246239733,292,14687,0,292
293,-6.201985129287708,5.396876102143093,293,14687,0,293
294,4.571892209068908,1.6391746620994656,294,14687,1,294
295,-9.098003474383916,-3.283367971927716,295,14687,0,295
296,-1.6274749446026495,-3.045364441374268,296,14687,1,296
297,-7.677865911703998,-2.4796740795951706,297,14687,0,297
298,5.17679739799987,-3.698143298338039,298,14687,0,298
299,-4.169392195338042,3.4919362776393257,299,14687,1,299
300,2.856525238085481,1.5438823719976131,300,14687,1,300
301,-0.6700509299917794,-4.41077394592279,301,14687,1,301
302,-7.146912440938003,-4.605265661716596,302,14687,0,302
303,8.998131583275818,4.271140979944391,303,14687,0,303
304,-6.905546459934023,-7.422592415976485,304,14687,0,304
305,3.775856123009511,-1.5757670226288845,305,14687,1,305
306,7.874477870670042,-9.41084138913255,306,14687,0,306
307,-0.1111180405176845,-8.790951518441295,307,14687,0,307
308,6.975029785581107,3.9512875006284727,308,14687,0,308
309,4.907727405509345,4.724555225074541,309,14687,0,309
310,5.77759990933119,4.031963513867433,310,14687,0,310
311,2.108787585794268,6.794978635026808,311,14687,1,311
312,-8.325916629342009,-4.349816605187633,312,14687,0,312
313,9.936286403845756,-5.224105891717623,313,14687,0,313
314,8.604066215800081,-3.697770490953943,314,14687,0,314
315,-0.3428198402648128,-3.1232711873187906,315,14687,1,315
316,5.383301382410153,-3.5844609048526515,316,14687,0,316
317,-2.77922592610286,6.659519747768528,317,14687,0,317
318,1.826406492940576,-5.73357727619189,318,14687,0,318
319,0.4851909888700429,3.8474927916054487,319,14687,1,319
320,9.049405257934254,5.062608423842889,320,14687,0,320
321,-8.228365859040338,-2.3076933863262656,321,14687,1,321
322,0.7369674954504841,-6.6082004359756485,322,14687,1,322
323,4.732552628207603,-8.72506560790197,323,14687,0,323
324,-7.623795869681917,6.439611095190983,324,14687,0,324
325,7.035379476665678,-4.591155816590331,325,14687,0,325
326,-9.261561582135178,3.411867692069549,326,14687,0,326
327,-9.35182859854862,9.449920411482823,327,14687,0,327
328,5.036689176310345,-3.8075692571638857,328,14687,0,328
329,-9.27026686066264,-9.114073344384028,329,14687,0,329
330,-4.3619588325203935,5.629091687669838,330,14687,0,330
331,-7.243164528083794,7.163381306244034,331,14687,0,331
332,-0.9256281078845509,-2.3166310878432856,332,14687,1,332
333,7.4272477794030465,9.63408829174936,333,14687,0,333
334,9.539088376345076,-4.168603331968073,334,14687,0,334
335,-3.335595096292181,0.1680368607192033,335,14687,1,335
336,6.037576491913718,6.77601854416659,336,14687,0,336
337,-1.7445936353942333,-4.180857196441101,337,14687,0,337
338,-4.324524219107868,-2.3118185212411486,338,14687,1,338
339,1.2022061100807218,-6.884456999797917,339,14687,1,339
340,2.5832719516669838,-1.6576113445178855,340,14687,1,340
341,4.767874625941253,-8.80161029986372,341,14687,0,341
342,-2.8855679607788964,8.721627450640138,342,14687,0,342
343,2.2328678020508974,-3.000293763579367,343,14687,1,343
344,3.57616931452152,3.105013346817437,344,14687,0,344
345,-6.932561746265479,-3.003047952192317,345,14687,0,345
346,-9.078721896139328,0.5474107540690927,346,14687,1,346
347,7.149887974463187,-6.602828221888643,347,14687,0,347
348,-4.748712096517691,3.2885189404163526,348,14687,1,348
349,1.948163196292905,8.683736900341415,349,14687,0,349
350,3.749956094262359,-6.819796802794755,350,14687,0,350
351,3.668458414868741,-1.077495238555212,351,14687,1,351
352,8.834372782547618,1.5743625434229216,352,14687,0,352
353,5.547243241977334,2.1525497686105624,353,14687,1,353
354,4.3542397858490585,3.1787880923973546,354,14687,0,354
355,-3.912518219275003,-1.095852454439294,355,14687,1,355
356,-2.4970267709543066,-2.5336196284874664,356,14687,1,356
357,3.8142462781400575,4.1054265416290825,357,14687,1,357
358,-1.7207223383775698,-0.4967719526787029,358,14687,1,358
359,6.988545383542338,0.8289140615492112,359,14687,1,359
360,-3.452215834070973,1.9296690972040371,360,14687,1,360
361,-5.631548797004551,-1.238774997340224,361,14687,1,361
362,-8.002981640350221,1.874097020805836,362,14687,1,362
363,-0.7228530797042083,-3.0964256706929465,363,14687,1,363
364,-2.5630388101079298,-9.348788255712678,364,14687,0,364
365,-5.937163259291653,5.1945226463441365,365,14687,0,365
366,-5.854611010737669,6.332728664711503,366,14687,0,366
367,-3.0325924580867465,5.56032486416574,367,14687,0,367
368,-0.0061185923907292,-9.274234474455138,368,14687,0,368
369,-1.876968797770552,1.090025828406482,369,14687,1,369
370,-3.352463338051825,6.708363777060875,370,14687,0,370
371,-4.519230973639871,-6.48454622058424,371,14687,0,371
372,-5.222196973979298,2.638580934098984,372,14687,1,372
373,-7.484945051627028,-9.633309617696415,373,14687,0,373
374,8.286796014889852,5.320066249453054,374,14687,0,374
375,4.371650277710256,-3.003812849737675,375,14687,1,375
376,-7.449651662729034,-4.743917585177111,376,14687,0,376
377,-6.815632752412775,-6.334298220962422,377,14687,0,377
378,7.9871562966095055,8.944635261524446,378,14687,0,378
379,5.815681926857545,-7.239812040593554,379,14687,0,379
380,5.762172355820392,-8.947086206341519,380,14687,0,380
381,4.190626118028868,-4.8550306086685495,381,14687,0,381
382,-6.133106771219527,8.106132142728825,382,14687,0,382
383,5.606157619545995,7.106730761932148,383,14687,0,383
384,3.2547198665110795,-6.165701392460477,384,14687,0,384
385,1.6229014096440544,7.507475843242844,385,14687,1,385
386,1.3779468772442698,3.8798673433351114,386,14687,1,386
387,4.749640734607183,-4.91007481977115,387,14687,0,387
388,5.957920630423384,-6.153851129240097,388,14687,0,388
389,0.2035739478686142,1.836379746660036,389,14687,0,389
390,0.2059243350974799,1.5866811995319363,390,14687,0,390
391,6.814247769845128,-7.701253855152139,391,14687,0,391
392,-6.663335583058005,1.388351010695196,392,14687,0,392
393,-7.331552913774885,-8.8365529649647,393,14687,0,393
394,7.14825919345385,5.261172385963842,394,14687,0,394
395,1.6540279913558606,-7.77622200398111,395,14687,0,395
396,-2.204859928987624,-7.095396883963154,396,14687,1,396
397,0.4917691787546303,-8.694295010194198,397,14687,1,397
398,-1.3958961271665975,-1.4461659364292334,398,14687,1,398
399,3.848028579117063,4.001495775102914,399,14687,0,399
400,5.094181151751684,3.149454019486928,400,14687,0,400
401,-7.322936385242722,-6.19256936551785,401,14687,0,401
402,-3.6426416056723134,7.866349310803592,402,14687,0,402
403,-1.4035540949005725,-5.600288449525134,403,14687,1,403
404,5.2379868682759,7.271725201090234,404,14687,0,404
405,-2.2664267358975687,-6.057882174229235,405,14687,1,405
406,-4.712661085903491,-7.968688680424936,406,14687,0,406
407,6.610599348354224,7.739051966990605,407,14687,0,407
408,5.370902617966472,9.811567569323756,408,14687,0,408
409,-9.438020869325497,2.598387663854531,409,14687,0,409
410,3.305667590746907,3.70653766234199,410,14687,1,410
411,2.8717853018939614,-1.1678198061053635,411,14687,1,411
412,-4.224012420782348,-5.157380561083129,412,14687,0,412
413,-7.119478884823421,-9.990939864884458,413,14687,0,413
414,9.678539396620216,-4.271071476212769,414,14687,0,414
415,7.486666097276313,-2.5027324609904955,415,14687,0,415
416,4.928259048201966,1.409929831325785,416,14687,1,416
417,9.876798767052502,2.1689570624258607,417,14687,0,417
418,-8.392139507393965,-5.999802470265987,418,14687,0,418
419,-2.3233780895255096,-3.695016286712014,419,14687,1,419
420,-0.2823641077362619,8.039585591198925,420,14687,1,420
421,-7.569116318751597,-5.282862904742281,421,14687,0,421
422,-6.5264911022971495,-5.937116078730598,422,14687,0,422
423,-4.709235040182982,0.3955013843499362,423,14687,1,423
424,-1.6918325996349726,-2.7418691512721605,424,14687,0,424
425,-1.801131947603352,-8.976889245921702,425,14687,0,425
426,-3.7643249065439104,4.540593090313877,426,14687,0,426
427,-0.0766001290739986,-0.5779140927370818,427,14687,0,427
428,-1.0217622012084355,2.260382938890867,428,14687,1,428
429,7.363803417734658,-7.371751566604489,429,14687,0,429
430,6.389441397433366,8.989010809059984,430,14687,0,430
431,-9.431736861335605,4.569479062241683,431,14687,0,431
432,-5.389792148664927,-9.415172833685329,432,14687,0,432
433,8.541237032371622,-2.1352549058346426,433,14687,0,433
434,-7.471568588991766,-3.613377777040972,434,14687,0,434
435,9.133380071544842,-1.6447734607947702,435,14687,1,435
436,4.50197038675215,4.511094669341967,436,14687,0,436
437,-9.37488229494626,2.9634283521219764,437,14687,0,437
438,5.714552601655393,6.052405182233347,438,14687,0,438
439,-4.031887882741128,9.690738372822365,439,14687,0,439
440,-4.96173080903988,1.3462104605573018,440,14687,1,440
441,-2.0449100343845235,-1.3729479293529518,441,14687,1,441
442,-1.7837155566350056,8.096818396267789,442,14687,1,442
443,8.563610997129341,-6.4102964094922505,443,14687,0,443
444,-7.669526987019582,-2.512741211387608,444,14687,0,444
445,-6.288504572545735,2.636574281409734,445,14687,0,445
446,7.243230315217481,3.259066290223249,446,14687,0,446
447,-2.7889806104005643,4.497958816282157,447,14687,1,447
448,-4.809141682145038,-2.798023754475027,448,14687,1,448
449,3.521560369879529,-6.569053424157055,449,14687,0,449
450,9.66990600155641,-7.3760046862085265,450,14687,0,450
451,9.285573659557064,5.095582248872088,451,14687,0,451
452,8.114614092389868,3.651110357168637,452,14687,0,452
453,-8.984087497269474,-0.8775470467278801,453,14687,1,453
454,1.9265520107585647,5.0488038293972295,454,14687,1,454
455,-4.022610840425136,1.7652575254791678,455,14687,1,455
456,1.933203665508881,-6.89667538929185,456,14687,0,456
457,-3.386768556523842,9.410198786530692,457,14687,0,457
458,-1.535276987208098,6.713832176746941,458,14687,0,458
459,1.9900272786526827,-1.4317855422100116,459,14687,1,459
460,4.306952093691365,-3.729121629740182,460,14687,0,460
461,8.680625993835672,7.883188610119721,461,14687,0,461
462,-5.903420350663636,7.783589708267485,462,14687,0,462
463,-3.813448989047583,-5.538520177576649,463,14687,0,463
464,5.844797299041343,7.157590362329309,464,14687,0,464
465,-0.4624430571356051,-3.60553815154322,465,14687,1,465
466,7.161138450732697,-7.036669390682436,466,14687,0,466
467,7.19068174303224,6.661771002825102,467,14687,0,467
468,-0.2767861042349455,-0.5908871625322565,468,14687,1,468
469,-4.429431020081081,1.8863879748105727,469,14687,1,469
470,-9.110228727082545,-5.988999679443097,470,14687,0,470
471,-8.344202734163591,1.969039655602812,471,14687,0,471
472,-9.972272996003804,-8.565484833523314,472,14687,0,472
473,-7.532492978155849,0.4645851499101994,473,14687,0,473
474,-6.990806707654029,-6.632312125171424,474,14687,0,474
475,3.294575620480113,0.5660232945637702,475,14687,1,475
476,-7.835257003040386,4.581996294371905,476,14687,0,476
477,-6.027459485497304,-6.668039546502474,477,14687,0,477
478,-7.61465101423293,-9.97861344554073,478,14687,0,478
479,7.464970668241829,-1.5799072416672804,479,14687,1,479
480,-1.5580979294553536,-6.209404535132521,480,14687,0,480
481,3.9506426516508064,7.756216299805409,481,14687,0,481
482,8.635705524144353,-9.32590350352634,482,14687,0,482
483,-9.831579786926872,5.033445680714738,483,14687,0,483
484,-7.958763345905933,-8.790510849558737,484,14687,0,484
485,3.7773527976812673,8.071559803564195,485,14687,0,485
486,2.809441631989792,9.264542882806085,486,14687,0,486
487,9.197807198077154,-2.617083960175435,487,14687,0,487
